num,titulo_empleo,descripcion_empleo,etiquetas_empleo
935,"
Work From Home Junior Project Manager Ref. 0049E - Hiring Now
","We are searching for a hardworking Work From Home Junior Project Manager Ref. 0049E to join our incredible team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Work From Home Junior Project Manager Ref. 0049E is an awesome opportunity to develop useful skills.If you are strong in communication, planning and have the right drive for the job, then apply for the position of Work From Home Junior Project Manager Ref. 0049E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Junior Project Manager at BairesDev
Being a Junior Project Manager is just like being a fulltime problem solver. We expect your abilities to be a combination of experience, knowledge, and independence.
What You Will Do
Coordinate small projects with the support of management.
Prepare and plan project schedules and budgets.
Provide progress updates to customers and stakeholders.
Follow and control project management using agile methodologies.
Identify risks to ensure that delivery arrives on time.
Analyzes possible solutions using standard procedures.
Heres what we are looking for
2 years of experience in similar roles.
Practice knowledge of time management, materials and Budgets.
Experience with Agile Methodology.
IT projects experience.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Junior Project Manager para el sector de Recursos Humanos en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Learning opportunities● Opportunities to grow● Advantageous package● Remote Work opportunity",Bairesdev Sa
936,"
Work From Home Benefits Assistant Ref. 0888E - Hiring Fast
","We are searching for a creative Work From Home Benefits Assistant Ref. 0888E to join our vibrant team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Work From Home Benefits Assistant Ref. 0888E is an awesome opportunity to develop exceptional skills.If you are strong in critical thinking, leadership and have the right mindset for the job, then apply for the position of Work From Home Benefits Assistant Ref. 0888E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Benefits Assistant at BairesDev
We are looking for a Benefits Assistant to join our team and provide support for the data entry of new and active faculty and staff members in regard to benefits.
What You Will Do
Support with troubleshootingresearching to resolve various benefits.
Review enrollments and transactions, ensuring the accuracy of data and adequate documentation.
Assist in tracking benefit costs and preparing benefitcost analysis.
Generate and compile various data requests and reports.
Create, maintain and update files and recordkeeping system.
Heres what we are looking for
1 year of experience in similar positions.
Degree completed or advanced studies in Human Resources, Business Administration or related fields.
Understanding of HR processes, policies and procedures.
Customer servicefocused and committed to providing a helpful service.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Benefits Assistant para el sector de Recursos Humanos en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Learning opportunities● Advancement opportunities● Advantageous package● Remote Work opportunity",Bairesdev Sa
937,"
Work From Home Compensations Analyst Ref. 0888E - Urgent Hiring
","We are searching for an experienced Work From Home Compensations Analyst Ref. 0888E to join our high calibre team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Work From Home Compensations Analyst Ref. 0888E is a great opportunity to develop productive skills.If you are strong in creativity, people management and have the right experience for the job, then apply for the position of Work From Home Compensations Analyst Ref. 0888E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Compensations Analyst at BairesDev
We are looking for Compensations Analysts to join our Human Resources team. We are looking for proactive, dynamic people and team players, with great organizational capacity, accustomed to handling multiple tasks and with marked attention to detail. It is an excellent opportunity for those professionals looking to develop in one of the fastestgrowing companies in the industry
What You Will Do
Conduct job analysis, evaluation and salary administration to determine appropriate salary grades.
Supply compensation resources and tools for a successful recruiting process, reward, and talent retention.
Provide market research when needed.
Heres what we are looking for
Bachelors degree in Business Administration, Mathematics, Economics, or Finance.
Experience in similar roles.
Excellent written and verbal communication skills.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Compensations Analyst para el sector de Recursos Humanos en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Learning opportunities● Advancement opportunities● Attractive package● Remote Work opportunity",Bairesdev Sa
938,"
 Work From Home OKRs Specialist Ref. 0063E - Immediate Start
","We are looking to hire a creative Work From Home OKRs Specialist Ref. 0063E to join our awesome team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Work From Home OKRs Specialist Ref. 0063E is an incredible opportunity to develop competitive skills.If you are strong in project management, communication and have the right mindset for the job, then apply for the position of Work From Home OKRs Specialist Ref. 0063E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
OKRs Specialist at BairesDev
We are looking for an experienced OKR Specialist to join our Management team and design all company processes related to the OKR system. This professional will be responsible for implementing the methodology in order to maximize the benefits of following a standardized process.
What You Will Do
Define and control the OKRs crosscompany process.
Identify opportunities for alignment of processes and priorities to the companys OKRs.
Coach managers on the proper way of defining and tracking OKRs.
Define and maintain the tool used to track the OKRs across the company.
Ensure OKRs visibility, understanding, and proper communication across the company.
Heres what we are looking for
3 years of work experience in the role.
Previous work experience directly related to the position.
Formal certificationproof of knowledge of the OKR system.
Previous work experience in the IT market.
Excellent verbal and written communication skills.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home OKRs Specialist para el sector de Informática Telecomunicaciones en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Learning opportunities● Opportunities to grow● Competitive salary● Remote Work opportunity",Bairesdev Sa
939,"
Work From Home Treasury Analyst Ref. 0175E - Hiring Urgently
","We are on the lookout for a brilliant Work From Home Treasury Analyst Ref. 0175E to join our incredible team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Work From Home Treasury Analyst Ref. 0175E is a terrific opportunity to develop competitive skills.If you are strong in teamwork, project management and have the right mindset for the job, then apply for the position of Work From Home Treasury Analyst Ref. 0175E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Treasury Analyst at BairesDev
We are looking for a detailoriented Treasury Analyst to join our team and be responsible for managing and analyzing the financial activities. You will maintain relations with banks and rating agencies and develop effective cash and asset management strategies.
What Youll Do
Perform risk management liquidity, interest rates, ventures etc.
Manage the companys investment activity and make decisions.
Prepare Short, Mid and Long Term Cash Flows.
Assist in the development of financing strategies.
Prepare budgets and monitor expenditures.
Implement relevant legislation and policies.
Submit reports of present financial situation and forecasting.
Heres what we are looking for
2 years of experience in similar positions.
Bachelors degree in Accounting, Finance, ManagementBusiness or related fields.
Proficiency in MS Office Excel and world class ERPs.
Experience with SAP B1. Desirable
Proficiency in US Latam Banking practices Desirable
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Treasury Analyst para el sector de Contabilidad Finanzas en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Learning opportunities● Opportunities to grow● Advantageous package● Remote Work opportunity",Bairesdev Sa
940,"
Work From Home Job Boards Specialists Ref. 0227E - Hiring Immediately
","We are on the lookout for a capable Work From Home Job Boards Specialists Ref. 0227E to join our amazing team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Work From Home Job Boards Specialists Ref. 0227E is an awesome opportunity to develop relevant skills.If you are strong in people management, project management and have the right initiative for the job, then apply for the position of Work From Home Job Boards Specialists Ref. 0227E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Job Boards Specialists at BairesDev
Were looking for a proactive and experienced Job Boards Specialist. This position is responsible for managing ads on several Job Boards we use to post job openings. The Job Boards specialist understands the diverse business models from Job Boards and knows how to extract the best value from each post.
What You Will Do
Manage job postings, creating, editing, and removing openings.
Collect and analyze data from each job post to identify effectiveness and cost per applicant.
Selects the right openings for each job slot available in a clever, datadriven decision process.
Build relationships with Job Boards in LATAM and the USA.
Finds new job boards to operate.
Actively collaborate with different managers to align priorities.
Heres what we are looking for
3 years of experience in Talent Recruitment.
Experience with job boards posting terms and business models.
Experience in IT Industry headhunting.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Job Boards Specialists para el sector de Recursos Humanos en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Excellent benefits● Advancement opportunities● Advantageous package● Remote Work opportunity",Bairesdev Sa
941,"
Work From Home People Processes Improvements Analyst Ref. 0063E - Hiring Fast
","We are searching for a driven Work From Home People Processes Improvements Analyst Ref. 0063E to join our all-star team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Work From Home People Processes Improvements Analyst Ref. 0063E is a terrific opportunity to develop exceptional skills.If you are strong in people management, presentation and have the right drive for the job, then apply for the position of Work From Home People Processes Improvements Analyst Ref. 0063E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
People Processes Improvements Analyst at BairesDev
We are looking for a People Processes Improvement Analyst to join our team and participate in process improvement initiatives for the HR team, offering recommendations while designing procedures, programs and standards to achieve strategic goals.
What You Will Do
Propose and implement process improvement initiatives that impact quality, productivity, and efficiency.
Define, develop, and monitor performance indicators.
Analyzes data and process performance to draw meaningful conclusions and pinpoint areas for improvement.
Directs data collection and analysis for all process improvement projects.
Execute several predefined Internal Audits.
Heres what we are looking for
3 years of processdriven experience.
Practical knowledge of Continuous Improvement and Process Analysis.
Degree or advanced studies in Engineering, Business Administration or related fields.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home People Processes Improvements Analyst para el sector de Recursos Humanos en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Learning opportunities● Company offers career progression opportunities● Competitive salary● Remote Work opportunity",Bairesdev Sa
942,"
Work From Home Social Media Manager Ref. 0210E - Hiring Now
","We are looking to hire a creative Work From Home Social Media Manager Ref. 0210E to join our vibrant team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Work From Home Social Media Manager Ref. 0210E is a great opportunity to develop excellent skills.If you are strong in project management, cooperation and have the right experience for the job, then apply for the position of Work From Home Social Media Manager Ref. 0210E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Social Media Manager at BairesDev
We are looking for a Social Media Manager to join our team, and develop and expand our brand presence across all social platforms. You will work integrated with the marketing team to develop social media campaigns that help to achieve corporate goals.
What You Will Do
Plan, create, and adapt content to post on each social network daily.
Develop monthly reports on emerging social media trends.
Monitor the companys social media accounts.
Generate engagement with users on social platforms
Create methods for improving our digital footprint in directories and online customer review platforms.
Heres what we are looking for
3 years of experience in social media management.
Knowledge of social media platforms LinkedIn, Facebook, Instagram, Twitter, YouTube, etc.
Experience in B2B marketing and the US market.
Copywriting experience developing content in English.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Social Media Manager para el sector de Mercadotécnia Publicidad Comunicación en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Excellent benefits● Advancement opportunities● Competitive salary● Remote Work opportunity",Bairesdev Sa
943,"
Work From Home Telemarketers Ref. 0067E - Immediate Start
","We are hiring a capable Work From Home Telemarketers Ref. 0067E to join our all-star team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Work From Home Telemarketers Ref. 0067E is a fantastic opportunity to develop excellent skills.If you are strong in communication, cooperation and have the right mindset for the job, then apply for the position of Work From Home Telemarketers Ref. 0067E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Telemarketers at BairesDev
We are looking for telemarketers to join our Recruiting Team and participate in different projects made up of multicultural teams distributed throughout the world. This person must be proactive, detailoriented, and demonstrate excellent analytical abilities, as well as teamwork and multitasking skills. This is an excellent opportunity for those professionals looking to develop in one of the fastestgrowing companies in the industry
What You Will Do
Support the sourcing process that includes posting job openings on various job boards, headhunting, use of social networks, filtering of CVs, and contact with candidates.
Understand the requirements of each vacancy to carry out the headhunting process according to these needs.
Heres what we are looking for
At least 1 year of experience as a telemarketer.
Excellent communication skills.
Resultsoriented, proactive, and with negotiation skills.
Spanish knowledge is a plus.
Advanced English level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Telemarketers para el sector de Recursos Humanos en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Excellent benefits● Advancement opportunities● Competitive salary● Remote Work opportunity",Bairesdev Sa
944,"
Work From Home Marketing Junior Professional Ref. 0233E - with Great Benefits
","We are looking to hire a focused Work From Home Marketing Junior Professional Ref. 0233E to join our exceptional team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Work From Home Marketing Junior Professional Ref. 0233E is an awesome opportunity to develop productive skills.If you are strong in communication, teamwork and have the right drive for the job, then apply for the position of Work From Home Marketing Junior Professional Ref. 0233E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Marketing Junior Professional at BairesDev
We are looking for enthusiastic Junior Professionals to join our Marketing Communications team and provide creative ideas to help achieve our goals. You will collaborate with our Brand Marketing team in all stages of marketing efforts and campaigns.
What You Will Do
Develop best marketing practices on Brand Development, Brand Communications, Press PR, Social Media, Content Marketing, etc.
Assist in marketing and advertising activities.
Manage and update several digital marketing assets.
Collect quantitative and qualitative data from marketing campaigns.
Perform market analysis and research on competition.
Heres what we are looking for
Bachelors degree in Marketing.
Solid understanding of marketing principles and techniques
Digital marketing and social media management knowledge.
Practical knowledge of content marketing.
Advanced English Level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Marketing Junior Professional para el sector de Mercadotécnia Publicidad Comunicación en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Tiempo Completo.
Benefits of working as a Work From Home Marketing Junior Professional Ref. 0233E in Quito, Quito (canton):● Company offers great benefits ● Advancement opportunities● Advantageous package● Remote Work opportunity",Bairesdev Sa
945,"
Work From Home Supply Chain Lead Ref. 1018E - Urgent Position
","We are looking to hire a driven Work From Home Supply Chain Lead Ref. 1018E to join our high calibre team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Work From Home Supply Chain Lead Ref. 1018E is an awesome opportunity to develop competitive skills.If you are strong in cooperation, teamwork and have the right experience for the job, then apply for the position of Work From Home Supply Chain Lead Ref. 1018E at BairesDev SA today!Who we are
BairesDev is proud to be the fastestgrowing company in America. With people on five continents and worldclass clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1 of the best talents and nurture their professional growth on exciting projects.
Supply Chain Lead at BairesDev
We are looking for a Supply Chain Lead to join our team and coordinate a team to ensure correct and timely management of the companys assets in stock and being used by our employees.
What Youll Do
Build and maintain relationships with suppliers.
Ensure accuracy and timely movement of assets.
Build, improve and maintain the process ensuring it follows business trends and demands.
Prepare client and accounting reports.
Be responsible for the monitoring of all inventoriable assets.
Identify opportunities and implement improvements for the company.
Develop and maintain KPIs.
Implement and execute a control system.
Heres what we are looking for
Experience in managing inventory. Desirable
Previous experience with SAP. Desirable
Solid experience in leadership roles. Desirable
Previous experience in service companies. Desirable
Advanced analytical skills.
Good interpersonal and communication skills.
Advance english level.
How we do make your work and your life easier
100 remote work.
Hardware setup for you to work from home.
Flexible hours make your schedule.
Paid parental leave, vacation holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation well above the market average.
Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.
Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now
Bolsa de trabajo Ecuador ofrecemos puesto de Work From Home Supply Chain Lead para el sector de Almacén Logística Transporte en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Excellent benefits● Advancement opportunities● Attractive package● Remote Work opportunity",Bairesdev Sa
946,"
Trabajo Desde Casa Especialista en Apoyo de Talentos Ref. 0067S - Hiring Urgently
","We are hiring a competitive Trabajo Desde Casa Especialista en Apoyo de Talentos Ref. 0067S to join our awesome team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Trabajo Desde Casa Especialista en Apoyo de Talentos Ref. 0067S is an awesome opportunity to develop excellent skills.If you are strong in critical thinking, teamwork and have the right experience for the job, then apply for the position of Trabajo Desde Casa Especialista en Apoyo de Talentos Ref. 0067S at BairesDev SA today!BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y clientes de talla mundial, somos tan fuertes como los equipos multiculturales en el corazón de nuestra empresa lo sean. Con el fin de entregar a nuestros clientes soluciones de la más alta calidad con consistencia, únicamente contratamos al 1 más destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantes.
Sobre la posición
Buscamos un Especialista en Apoyo de Talentos para unirse a nuestro equipo y brindar soluciones a nuestros candidatos con inconvenientes o situaciones que puedan presentarse durante la postulación, evaluaciones, entrevistas y diferentes etapas del proceso de reclutamiento en BairesDev.
Actividades principales
Brindar apoyo a los candidatos y solicitantes.
Responder a tickets de servicio de asistencia y consultas de chat.
Tratar a nuestros candidatos con respeto, amabilidad y entusiasmo.
Crear artículos informativos y guías que provean soporte autoservicio.
Gestionar asuntos técnicos en nuestra plataforma y colaborar con desarrolladores para identificar, documentar y solucionar problemas.
Qué Buscamos
2 años de experiencia in servicio al cliente.
Solidas habilidades comunicativas.
Pasion por trabajar con personas.
Habilidad organizativa y multitarea.
Experiencia en busqueda de personal en la industria TI.
Nivel de ingles Avanzado.
Qué Ofrecemos
Trabajo 100 remoto.
Equipo de hardware para trabajar desde casa.
Horarios flexibles crea tu propio horario.
Licencia parental, vacaciones y feriados remunerados.
Ambiente laboral diverso y multicultural.
Ambiente innovador, con la estructura y recursos de una importante multinacional.
Excelente remuneración, bastante por encima del promedio en el mercado.
Aquí puedes crecer al ritmo de tu curva de aprendizaje.
Nuestros empleados trabajan remotamente, pero lo hacen dentro de una cultura confiable y sólida que promueve diversidad y trabajo en equipo. Para continuar siendo la compañía de desarrollo de software líder en Latinoamérica, queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso, acogedor e innovador.
Todo miembro del equipo de BairesDev aporta algo único a nuestra compañía.
Queremos escuchar tu historia. Aplica ahora
Bolsa de trabajo Ecuador ofrecemos puesto de Trabajo Desde Casa Especialista en Apoyo de Talentos para el sector de Recursos Humanos en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Company offers great benefits ● Advancement opportunities● Advantageous package",Bairesdev Sa
